Device Make,Device Model,Popular
Samsung,SGH-D840,0
Samsung,SGH-D880,1
Samsung,SGH-D900,1
Samsung,SGH-D900 (Orange),0
Samsung,SGH-D900I,1
Samsung,SGH-D908,0
Samsung,SGH-D908I,0
Samsung,SGH-D980,1
Samsung,SGH-E100,0
Samsung,SGH-E105,0
Samsung,SGH-E116,0
Samsung,SGH-E200,1
Samsung,SGH-E208,0
Samsung,SGH-E210,0
Samsung,SGH-E215L,1
Samsung,SGH-E218,0
Samsung,SGH-E230L,0
Samsung,SGH-E236,0
Samsung,SGH-E250,1
Samsung,SGH-E251L,1
Samsung,SGH-E256,0
Samsung,SGH-E258,0
Samsung,SGH-E300,0
Samsung,SGH-E310,0
Samsung,SGH-E315,0
Samsung,SGH-E317,0
Samsung,SGH-E330,0
Samsung,SGH-E330N,0
Samsung,SGH-E335,0
Samsung,SGH-E338,0
Samsung,SGH-E340,0
Samsung,SGH-E350,0
Samsung,SGH-E350E,0
Samsung,SGH-E356,0
Samsung,SGH-E358,0
Samsung,SGH-E360,0
Samsung,SGH-E370,1
Samsung,SGH-E376,0
Samsung,SGH-E378,0
Samsung,SGH-E380,0
Samsung,SGH-E390,0
Samsung,SGH-E398,0
Samsung,SGH-E428,0
Samsung,SGH-E480,0
Samsung,SGH-E490,1
Samsung,SGH-E496,0
Samsung,SGH-E500,0
Samsung,SGH-E530,0
Samsung,SGH-E530C,0
Samsung,SGH-E570,0
Samsung,SGH-E576,0
Samsung,SGH-E590,0
Samsung,SGH-E600,0
Samsung,SGH-E608,0
Samsung,SGH-E610,0
Samsung,SGH-E630,0
Samsung,SGH-E630C,0
Samsung,SGH-E635,0
Samsung,SGH-E638,0
Samsung,SGH-E640,0
Samsung,SGH-E690,0
Samsung,SGH-E700,0
Samsung,SGH-E708,0
Samsung,SGH-E710,0
Samsung,SGH-E715,0
Samsung,SGH-E720,0
Samsung,SGH-E720C,0
Samsung,SGH-E730,0
Samsung,SGH-E736,0
Samsung,SGH-E738,0
Samsung,SGH-E740,0
Samsung,SGH-E746,0
Samsung,SGH-E747,0
Samsung,SGH-E750,0
Samsung,SGH-E760,0
Samsung,SGH-E770,0
Samsung,SGH-E780,0
Samsung,SGH-E790,0
Samsung,SGH-E800,0
Samsung,SGH-E800C,0
Samsung,SGH-E808,0
Samsung,SGH-E810,0
Samsung,SGH-E818,0
Samsung,SGH-E820,0
Samsung,SGH-E830,0
Samsung,SGH-E838,0
Samsung,SGH-E840,1
Samsung,SGH-E848,0
Samsung,SGH-E860V,0
Samsung,SGH-E870,0
Samsung,SGH-E880,0
Samsung,SGH-E890,0
Samsung,SGH-E900,1
Samsung,SGH-E906,0
Samsung,SGH-E908,0
Samsung,SGH-E950,0
Samsung,SGH-E958,0
Samsung,SGH-EE910/Serene,0
Samsung,SGH-F110,0
Samsung,SGH-F200,0
Samsung,SGH-F210,0
Samsung,SGH-F250,1
Samsung,SGH-F250L,1
Samsung,SGH-F265L,0
Samsung,SGH-F266,0
Samsung,SGH-F270/Beat,0
Samsung,SGH-F275,0
Samsung,SGH-F278i,0
Samsung,SGH-F300,0
Samsung,SGH-F308,0
Samsung,SGH-F330,0
Samsung,SGH-F338,0
Samsung,SGH-F400,1
Samsung,SGH-F480,1
Samsung,SGH-F480T,1
Samsung,SGH-F480V,0
Samsung,SGH-F488/TOUCHWiZ,0
Samsung,SGH-F488I,0
Samsung,SGH-F490,1
Samsung,SGH-F500,0
Samsung,SGH-F510,0
Samsung,SGH-F700,0
Samsung,SGH-G400,0
Samsung,SGH-G600,1
Samsung,SGH-G608,0
Samsung,SGH-G800,1
Samsung,SGH-G808,0
Samsung,SGH-i300,0
Samsung,SGH-I320,0
Samsung,SGH-I400,0
Samsung,SGH-I450,1
Samsung,SGH-I450V,0
Samsung,SGH-I455,0
Samsung,SGH-I458,0
Samsung,SGH-i520V,0
Samsung,SGH-i550,1
Samsung,SGH-I589,0
Samsung,SGH-i600,0
Samsung,SGH-i600V,0
Samsung,SGH-i601,0
Samsung,SGH-i607,1
Samsung,SGH-i608,0
Samsung,SGH-i616,0
Samsung,SGH-i617,1
Samsung,SGH-I620,0
Samsung,SGH-I620V,0
Samsung,SGH-i637/BlackJack,1
Samsung,SGH-i640V,0
Samsung,SGH-I6410,0
Samsung,SGH-i677,0
Samsung,SGH-i688,0
Samsung,SGH-I700,0
Samsung,SGH-i707/ Taylor,0
Samsung,SGH-I717,1
Samsung,SGH-I718,0
Samsung,SGH-I727,1
Samsung,SGH-I727R,1
Samsung,SGH-i740,0
Samsung,SGH-I750,0
Samsung,SGH-I777,1
Samsung,SGH-i780,0
Samsung,SGH-I807D,0
Samsung,SGH-I8315,0
Samsung,SGH-I847,0
Samsung,SGH-I857,0
Samsung,SGH-I896 Captivate,1
Samsung,SGH-I897 Captivate,1
Samsung,SGH-i900,1
Samsung,SGH-I907/Epix,1
Samsung,SGH-i908/Omnia (china),0
Samsung,SGH-i917,0
Samsung,SGH-i917 Focus,1
Samsung,SGH-i917R/Focus,1
Samsung,SGH-I927,1
Samsung,SGH-I987,1
Samsung,SGH-I997 Infuse 4G,1
Samsung,SGH-J150,1
Samsung,SGH-J160,0
Samsung,SGH-J200,0
Samsung,SGH-J208,0
Samsung,SGH-J210,0
Samsung,SGH-J400,0
Samsung,SGH-J600,1
Samsung,SGH-J600E,0
Samsung,SGH-J608,0
Samsung,SGH-J610,0
Samsung,SGH-J618,0
Samsung,SGH-J630,0
Samsung,SGH-J700,1
Samsung,SGH-J700L,0
Samsung,SGH-J700V,1
Samsung,SGH-J706,0
Samsung,SGH-J750,1
Samsung,SGH-J770,0
Samsung,SGH-J800/Luxe,1
Samsung,SGH-L170,0
Samsung,SGH-L310,0
Samsung,SGH-L320,0
Samsung,SGH-L600,0
Samsung,SGH-L700,1
Samsung,SGH-L708E,0
Samsung,SGH-L750,0
Samsung,SGH-L760,1
Samsung,SGH-L768,0
Samsung,SGH-L770,0
Samsung,SGH-L870,0
Samsung,SGH-M110,0
Samsung,SGH-M120,1
Samsung,SGH-M130L,0
Samsung,SGH-M140L,0
Samsung,SGH-M300,0
Samsung,SGH-M300V,0
Samsung,SGH-M600,0
Samsung,SGH-M610,0
Samsung,SGH-M620,1
Samsung,SGH-M8800/PIXON,0
Samsung,SGH-N100,0
Samsung,SGH-N700,0
Samsung,SGH-P100,0
Samsung,SGH-P180,0
Samsung,SGH-P207,0
Samsung,SGH-P220,0
Samsung,SGH-P260,0
Samsung,SGH-P300,0
Samsung,SGH-P308,0
Samsung,SGH-P310,0
Samsung,SGH-P500,0
Samsung,SGH-P510,0
Samsung,SGH-P520,0
Samsung,SGH-P777,0
Samsung,SGH-P850,0
Samsung,SGH-P858,0
Samsung,SGH-P900,0
Samsung,SGH-P910,0
Samsung,SGH-P920,0
Samsung,SGH-P940,0
Samsung,SGH-R200S,0
Samsung,SGH-S720i,0
Samsung,SGH-T101G (TracFone),0
Samsung,SGH-T108,0
Samsung,SGH-T109,0
Samsung,SGH-T155G (TracFone),0
Samsung,SGH-T201G (TracFone),0
Samsung,SGH-T209,0
Samsung,SGH-T209R,0
Samsung,SGH-T219,0
Samsung,SGH-T219S,0
Samsung,SGH-T229,1
Samsung,SGH-T239,1
Samsung,SGH-T249,1
Samsung,SGH-T255G,1
Samsung,SGH-T301G (TracFone),0
Samsung,SGH-T309,0
Samsung,SGH-T319,0
Samsung,SGH-T319R,0
Samsung,SGH-T329,0
Samsung,SGH-T336,0
Samsung,SGH-T339,1
Samsung,SGH-T340G,1
Samsung,SGH-T349,1
Samsung,SGH-T369,1
Samsung,SGH-T379,1
Samsung,SGH-T401G,0
Samsung,SGH-T401G (TracFone),1
Samsung,SGH-T404G,1
Samsung,SGH-T409,0
Samsung,SGH-T419,0
Samsung,SGH-T429,1
Samsung,SGH-T439,0
Samsung,SGH-T456,1
Samsung,SGH-T479/Gravity 3,1
Samsung,SGH-T499,1
Samsung,SGH-T500,0
Samsung,SGH-T509,0
Samsung,SGH-T519,0
Samsung,SGH-T539,0
Samsung,SGH-T559,1
Samsung,SGH-T589 Gravity Smart,1
Samsung,SGH-T589R,0
Samsung,SGH-T609,0
Samsung,SGH-T619,0
Samsung,SGH-T629,0
Samsung,SGH-T636,0
Samsung,SGH-T639,1
Samsung,SGH-T659,1
Samsung,SGH-T669,1
Samsung,SGH-T669B,0
Samsung,SGH-T669V,0
Samsung,SGH-T669Y,0
Samsung,SGH-T679,1
Samsung,SGH-T679M,0
Samsung,SGH-T709,0
Samsung,SGH-T719,0
Samsung,SGH-T729,0
Samsung,SGH-T739,0
Samsung,SGH-T749/Highlight,1
Samsung,SGH-T759 Exhibit 4G,1
Samsung,SGH-T809,0
Samsung,SGH-T819,1
Samsung,SGH-T839/T-Mobile Sidekick 4G,1
Samsung,SGH-T849,0
Samsung,SGH-T859,0
Samsung,SGH-T869,0
Samsung,SGH-T919,1
Samsung,SGH-T929/Memoir,1
Samsung,SGH-T959,1
Samsung,SGH-T959 Vibrant,1
Samsung,SGH-T959D/Galaxy S Facinate,1
Samsung,SGH-T959P,0
Samsung,SGH-T959P Galaxy S Fascinate 4G,1
Samsung,SGH-T959V,1
Samsung,SGH-T989,1
Samsung,SGH-T989D,1
Samsung,SGH-U100,0
Samsung,SGH-U300,0
Samsung,SGH-U600,1
Samsung,SGH-U600/Ultra Edition 10.9 (Orange),0
Samsung,SGH-U608,0
Samsung,SGH-U700,1
Samsung,SGH-U700V,0
Samsung,SGH-U708,0
Samsung,SGH-U800,1
Samsung,SGH-U808E,0
Samsung,SGH-U900,1
Samsung,SGH-U900L,0
Samsung,SGH-V200,0
Samsung,SGH-V820L,0
Samsung,SGH-X100,0
Samsung,SGH-X108,0
Samsung,SGH-X120,0
Samsung,SGH-X140,0
Samsung,SGH-X160,0
Samsung,SGH-X200,0
Samsung,SGH-X210,0
Samsung,SGH-X300,0
Samsung,SGH-X427,0
Samsung,SGH-X430,0
Samsung,SGH-X450,0
Samsung,SGH-X460,0
Samsung,SGH-X460C,0
Samsung,SGH-X468,0
Samsung,SGH-X475,0
Samsung,SGH-X480,0
Samsung,SGH-X480C,0
Samsung,SGH-X481,0
Samsung,SGH-X486,0
Samsung,SGH-X488,0
Samsung,SGH-X490,0
Samsung,SGH-X495,0
Samsung,SGH-X496,0
Samsung,SGH-X497,0
Samsung,SGH-X500,0
Samsung,SGH-X506,0
Samsung,SGH-X507,0
Samsung,SGH-X510,0
Samsung,SGH-X510V,0
Samsung,SGH-X520,0
Samsung,SGH-X526,0
Samsung,SGH-X530,0
Samsung,SGH-X540,0
Samsung,SGH-X550,0
Samsung,SGH-X560L,0
Samsung,SGH-X566,0
Samsung,SGH-X576,0
Samsung,SGH-X600,0
Samsung,SGH-X600A,0
Samsung,SGH-X608,0
Samsung,SGH-X620,0
Samsung,SGH-X636,0
Samsung,SGH-X640,1
Samsung,SGH-X650,0
Samsung,SGH-X656,0
Samsung,SGH-X660,0
Samsung,SGH-X660V,0
Samsung,SGH-X670,0
Samsung,SGH-X680,0
Samsung,SGH-X680V,0
Samsung,SGH-X686,0
Samsung,SGH-X700,0
Samsung,SGH-X708,0
Samsung,SGH-X800,0
Samsung,SGH-X810,0
Samsung,SGH-X820,0
Samsung,SGH-X830,0
Samsung,SGH-X836,0
Samsung,SGH-Z105,0
Samsung,SGH-Z107,0
Samsung,SGH-Z140V,0
Samsung,SGH-Z150,0
Samsung,SGH-Z170,1
Samsung,SGH-Z220,0
Samsung,SGH-Z230,0
Samsung,SGH-Z240,0
Samsung,SGH-Z240E,0
Samsung,SGH-Z308,0
Samsung,SGH-Z360,0
Samsung,SGH-Z400,0
Samsung,SGH-Z400V,0
Samsung,SGH-Z500V,0
Samsung,SGH-Z540v,0
Samsung,SGH-Z548,0
Samsung,SGH-Z560,0
Samsung,SGH-Z560 (Vodafone),0
Samsung,SGH-Z630B,0
Samsung,SGH-Z710,0
Samsung,SGH-Z720,0
Samsung,SGH-ZM60,0
Samsung,SGH-ZV10,0
Samsung,SGH-ZV30,0
Samsung,SGH-ZV40,0
Samsung,SGH-ZV50,0
Samsung,SGH-ZV60,0
Samsung,SHV-E110S,1
Samsung,SHW M110S/Galaxy S,1
Samsung,SHW-M130k/Galaxy K,1
Samsung,SHW-M190S,1
Samsung,SHW-M220L/Galaxy Neo,1
Samsung,SHW-M240S Galaxy Ace,1
Samsung,SHW-M250S Galaxy S2,1
Samsung,SHW-M290K/Galaxy Gio,1
Samsung,SHW-M380 Galaxy Tab 10.1,1
Samsung,SKY IM-A650S/SKY Vega,1
Samsung,SMT i9100 Galaxy Tab,1
Samsung,SPH A540,0
Samsung,SPH M230,0
Samsung,SPH M330,1
Samsung,SPH M340/Mantra,1
Samsung,SPH M810/Instinct,1
Samsung,SPH-A580,0
Samsung,SPH-A640,0
Samsung,SPH-A680,0
Samsung,SPH-A720,0
Samsung,SPH-A740,0
Samsung,SPH-A800,0
Samsung,SPH-A840,0
Samsung,SPH-A860,0
Samsung,SPH-A880,0
Samsung,SPH-A900,1
Samsung,SPH-A900P,0
Samsung,SPH-A920,0
Samsung,SPH-A940,0
Samsung,SPH-A960,0
Samsung,SPH-B8850,0
Samsung,SPH-D600 Conquer,1
Samsung,SPH-D700/Epic 4G,1
Samsung,SPH-D710,1
Samsung,SPH-i325,0
Samsung,SPH-i500,0
Samsung,SPH-M210,0
Samsung,SPH-M240,0
Samsung,SPH-M260,1
Samsung,SPH-M300,0
Samsung,SPH-M310,0
Samsung,SPH-M350,1
Samsung,SPH-M500,0
Samsung,SPH-M510,0
Samsung,SPH-M520,0
Samsung,SPH-M530,0
Samsung,SPH-M560,1
Samsung,SPH-M560 (Sprint),0
Samsung,SPH-M570,1
Samsung,SPH-M575,0
Samsung,SPH-M580,1
Samsung,SPH-M610,0
Samsung,SPH-M620,0
Samsung,SPH-M620 (Telus),0
Samsung,SPH-M620W,0
Samsung,SPH-M800,1
Samsung,SPH-M820,1
Samsung,SPH-M900,0
Samsung,SPH-M900/Moment,1
Samsung,SPH-M910,1
Samsung,SPH-M920,1
Samsung,SPH-M930,1
Samsung,SPH-Z400,0
Samsung,Sprint SPH i350/Intrepid,1
Samsung,Star 3 DUOS,0
Samsung,SWD-V100,0
Samsung,T528g,1
Samsung,U908,0
Samsung,V804SS,0
Samsung,YP-G50/Galaxy Player 50,1
Samsung,YP-G70 GALAXY S Wi-Fi 5.0,1
Samsung,YP-GB70/WiFi 5.0,1
Samsung,YP-GI,1
Samsung,YP-GS1,0
Samsung,Z130,0
Samsung,Z300,0
Samsung,Z310,0
Samsung,Z320i,0
Samsung,Z370,0
Samsung,Z500,0
Samsung,Z510,0
Samsung,Z650i,0
Samsung,ZX20,0
Sanyo,2400,0
Sanyo,4920,0
SANYO,E4100,1
Sanyo,MM-5600,0
Sanyo,MM-7400,0
Sanyo,MM-9000,0
Sanyo,PL-3100,0
SANYO,PL3800,0
SANYO,PL6600,0
Sanyo,PL6650,0
Sanyo,PLS6600,0
Sanyo,PLS7400,0
Sanyo,PM-8200,0
Sanyo,S750,0
Sanyo,SA702i,0
Sanyo,SCP-2300,0
Sanyo,SCP-2400,0
Sanyo,SCP-2500,0
Sanyo,SCP-2500CA,0
Sanyo,SCP-2700,1
Sanyo,SCP-3100,0
Sanyo,SCP-3200,0
Sanyo,SCP-3810,1
Sanyo,SCP-3820,1
Sanyo,SCP-4900,0
Sanyo,SCP-4920,0
Sanyo,SCP-4930,0
Sanyo,SCP-5300,0
Sanyo,SCP-5400,0
Sanyo,SCP-5500,0
Sanyo,SCP-6600,0
Sanyo,SCP-6650,0
Sanyo,SCP-6780,1
Sanyo,SCP-7000,0
Sanyo,SCP-7050,0
Sanyo,SCP-7200,0
Sanyo,SCP-7300,0
Sanyo,SCP-8100,0
Sanyo,SCP-8300,1
Sanyo,SCP-8400,0
Sanyo,SCP-8500,0
Sanyo,SCP-9000,0
Sanyo,SCP-PRO200,0
Sanyo,SCP-PRO700,1
Sanyo,SCP2400,0
Sanyo,SCP2500,0
Sanyo,SCP3100,0
Sanyo,SCP3200,0
Sanyo,SCP3800,1
Sanyo,SCP3800CA,0
Sanyo,SCP6600CA/Katana,0
Sanyo,SCP6650,0
Sanyo,SCP6750,1
Sanyo,SCP6760/Incognito,1
Sanyo,SCP7000,0
Sanyo,SCP7000CA,0
Sanyo,SCP7050US,0
Sanyo,SCP8100CA,0
Sanyo,SCP8400,0
Sanyo,SCP8500,0
Sanyo,SCPM1,0
Sanyo,VI-2300,0
Sanyo,VI-2300 (SCP-2300),0
SavaJe,OS,0
Sendo,M570,0
Sendo,S360,0
Sendo,S600,0
Sendo,X,0
SFR,Staraddict,0
SFR,V1615,0
Sharp,003SH,0
Sharp,005SH,0
Sharp,006SH/AQUOS PHONE SoftBank 006SH,0
SHARP,103SH,0
SHARP,105SH,0
Sharp,550SH,0
Sharp,703,0
Sharp,770SH,0
Sharp,810SH,0
Sharp,811SH,0
Sharp,880SH,0
Sharp,902,0
Sharp,903V,0
Sharp,910SH,0
Sharp,911SH,0
SHARP,942SH,0
SHARP,943SH,0
Sharp,ADS1,0
Sharp,Alex-uo,0
Sharp,Aquos IS11SH,0
Sharp,Aquos IS12SH,0
Sharp,Aquos SH-12C,0
Sharp,Galapagos 003SH,0
Sharp,Galapagos Tablet 10.8,0
Sharp,Galapagos Tablet 5.5,0
Sharp,GX10,0
Sharp,GX10i,0
Sharp,GX29,0
Sharp,GX30,0
Sharp,IS01,0
Sharp,IS03,0
Sharp,IS05,0
Sharp,IS06/ Sirius alpha IS06 for KDDI,0
Sharp,IS13SH,0
SHARP,IS14SH,0
SHARP,N-05D,0
SHARP,SH-03B,0
Sharp,SH-03C,0
SHARP,SH-03D,0
SHARP,SH-05D,0
Sharp,SH-10B,0
SHARP,SH-10C,0
Sharp,SH-13C/AQUOS Phone SH-13C,0
SHARP,SH006,0
Sharp,SH702iD,0
Sharp,SH702iS,0
Sharp,SH703i,0
Sharp,SH8118u,0
Sharp,SH900i,0
Sharp,SH902i,0
Sharp,SH902iS,0
Sharp,SH902iSL,0
Sharp,SH903i,0
Sharp,SH903iTV,0
Sharp,SH904i,0
SHARP,SHY01,0
Sharp,Softbank 006SH,0
Sharp,STX2/FX,0
Sharp,SX813,0
Sharp,SX833,0
Sharp,TM-150,0
Sharp,TM100,0
Sharp,TQ-GX15,0
Sharp,TQ-GX17,0
Sharp,TQ-GX18,0
Sharp,TQ-GX20,0
Sharp,TQ-GX21,0
Sharp,TQ-GX25,0
Sharp,TQ-GX30i,0
Sharp,TQ-GZ200,0
Sharp,TQ-GZ200S,0
Sharp,TQ-V750,0
Sharp,V703,0
Sharp,Vodafone 705SH,0
Sharp,Vodafone 905SH,0
SHARP,W-ZERO3 WS007SH,0
Sharp,WS011SH/Advanced W-Zero (Japan Willcom),0
Sharp,WS020SH/Willcom 03,0
Sharp,Zaurus,0
Siemens,A31,0
Siemens,A31a,0
Siemens,A55,0
Siemens,A60,0
Siemens,A62,0
Siemens,A65,0
Siemens,A75,0
Siemens,AF51,0
Siemens,AL21,0
Siemens,AL21a,0
Siemens,AX72,0
Siemens,AX75,0
Siemens,C45,0
Siemens,C55,0
Siemens,C60,0
Siemens,C65,0
Siemens,C65 (China),0
Siemens,C65 (Vodafone),0
Siemens,C66 (North America),0
Siemens,C72,0
Siemens,C75,0
Siemens,CF110,0
Siemens,CF62,0
Siemens,CF6C,0
Siemens,CF75,0
Siemens,CF76,0
Siemens,CFX65,0
Siemens,CL75,0
Siemens,CX65,0
Siemens,CX65 (China),0
Siemens,CX65 (Vodafone),0
Siemens,CX70,0
Siemens,CX70 (Vodafone),0
Siemens,CX75,0
Siemens,ELC1,0
Siemens,M50,0
Siemens,M55,0
Siemens,M65,0
Siemens,M65 (Vodafone),0
Siemens,M65C,0
Siemens,M75,0
Siemens,MC60,0
Siemens,ME45,0
Siemens,ME75,0
Siemens,S45,0
Siemens,S55,0
Siemens,S56,0
Siemens,S57,0
Siemens,S65,0
Siemens,S65 (Vodafone),0
Siemens,S6C,0
Siemens,S75,0
Siemens,Si341i,0
Siemens,SK65,0
Siemens,SK6R,0
Siemens,SL45,0
Siemens,SL45i,0
Siemens,SL55,0
Siemens,SL5C,0
Siemens,SL65,0
Siemens,SL65 (China),0
Siemens,SL75,0
Siemens,SP65,0
Siemens,ST55,0
Siemens,SX1,0
Siemens,SX66 (North America),0
Siemens,SXG75,0
Siemens,U15,0
Simvalley,SP-80,0
Simvalley,SPX-5,0
Skyspring,SP710,0
SKYTEX,SX-SP700A,0
Skyworth,T700,0
SMART,Netphone 701,0
Smartfren,E781A,0
SmartQ,V5,0
Softbank,001DL,0
Softbank,001N,0
Softbank,001P,0
Softbank,001SC,0
Softbank,001SH,0
Softbank,002P,0
Softbank,002SH,0
Softbank,003Z,0
Softbank,004SH,0
SoftBank,005SH,0
SoftBank,007SH,0
SoftBank,008SH,0
SoftBank,008Z,0
SoftBank,009SH,0
SoftBank,009Z,0
SoftBank,101DL,0
SoftBank,101K,0
SoftBank,101N,0
SoftBank,101P,0
SoftBank,101SH,0
SoftBank,102P,0
SoftBank,102SH,0
SoftBank,104SH,0
Softbank,702NK(NOKIA 6630),0
Softbank,702NKII,0
Softbank,705NK,0
Softbank,705P,0
Softbank,707SC2,0
Softbank,708SC,0
Softbank,709SC,0
Softbank,731SC,0
Softbank,740SC,0
Softbank,802SE,0
Softbank,802SH,0
Softbank,803T,0
Softbank,804NK,0
Softbank,804SH,0
Softbank,805SC,0
Softbank,810P,0
Softbank,810T,0
Softbank,811T,0
Softbank,812SH,0
Softbank,812SH s2/Gent,0
Softbank,812SHs2,0
Softbank,812T,0
Softbank,813SH,0
SoftBank,813T,0
Softbank,814SH,0
Softbank,814T (Japan use only),0
Softbank,815SH,0
Softbank,815T/Fan Fan (Japan use only),0
Softbank,816SH,0
Softbank,820N,0
Softbank,820P,0
Softbank,820SC,0
Softbank,820SH/The Premium,0
Softbank,820T,0
Softbank,821N,0
Softbank,821P,0
Softbank,821SC (Japan use only),0
Softbank,821SH,0
Softbank,821T,0
Softbank,822P,0
Softbank,822SH,0
Softbank,822SH/Aquos,0
Softbank,822T,0
Softbank,823P,0
Softbank,823P/Tropical,0
Softbank,823SH/The Premium Texture (For use in Japan only),0
Softbank,823T,0
Softbank,824P/Mirror II,0
SoftBank,824SH/The Premium,0
Softbank,824T,0
Softbank,825SH/Pantone,0
Softbank,830CA,0
Softbank,830N,0
Softbank,830P,0
Softbank,830SC/Night Effect,0
Softbank,830SH,0
Softbank,830SH for Biz,0
Softbank,830SH Premium/Premium,0
Softbank,830SH s/Gent,0
Softbank,830SH/Pantone,0
Softbank,830T/Fanfun.2,0
Softbank,831N,0
Softbank,831P,0
Softbank,831SH,0
Softbank,831SH KT,0
Softbank,831SH s/Gent,0
Softbank,831T/Fanfun petit,0
Softbank,832P,0
Softbank,832SH,0
Softbank,832SH s,0
Softbank,832T,0
Softbank,840N,0
Softbank,840P,0
Softbank,840SC,0
SoftBank,840SH,0
Softbank,841N,0
Softbank,841SH,0
Softbank,841SHs,0
Softbank,842P,0
Softbank,842SH,0
Softbank,902T,0
Softbank,904SH,0
Softbank,910T/ 910T,0
Softbank,911T (Japan use only),0
Softbank,912SH,0
Softbank,912T,0
Softbank,913SH/Fullface,0
Softbank,920P/Viera,0
Softbank,920SC/Photos,0
Softbank,920SH YK,0
Softbank,920T (Japan use only),0
Softbank,921P/Viera,0
Softbank,921SH/Fullface2 (For use in Japan only),0
Softbank,921T (Japan use only),0
Softbank,922SH/Communicator,0
Softbank,923SH/Aquos,0
Softbank,930CA,0
Softbank,930CA/Exlim,0
Softbank,930N,0
Softbank,930P,0
Softbank,930SC/Omnia,0
Softbank,930SH,0
Softbank,931N,0
Softbank,931P,0
Softbank,931P/Viera,0
Softbank,931SC/Omnia Pop,0
Softbank,931SH/Aquos FullTouch,0
Softbank,932SH/Aquos,0
Softbank,933SH,0
Softbank,934SH,0
Softbank,935SH,0
Softbank,935SH/Premium Waterproof,0
Softbank,936SH,0
Softbank,936SH/Solar Hybrid,0
Softbank,940N,0
Softbank,940P,0
Softbank,940SC,0
Softbank,940SH,0
Softbank,941SC,0
Softbank,941SH,0
Softbank,942P,0
Softbank,944SH,0
Softbank,945SH,0
Softbank,DM001SH,0
Softbank,DM002SH/Disney Cinderella,0
Softbank,DM003SH,0
Softbank,DM004SH,0
Softbank,DM007SH,0
Softbank,DM008SH,0
Softbank,SBM007SH,0
Softbank,Softbank 823SH,0
Softbank,V601T,0
Softbank,V602T,0
Sonim,3200,0
Sonim,PhilipsX116,0
Sonim,XP1,0
Sonim,XP3.20,0
Sony,A5402S,0
Sony,NW-Z1000,0
Sony,NWZ-X1060,0
Sony,PEG-TH55,0
Sony,PEG-TJ37,0
Sony,PEG-UX50,0
Sony,PlayStation 3,0
Sony,PlayStation Portable/PSP,0
Sony,PlayStation Vita,0
Sony,SGPT211JP,0
Sony,Tablet S,0
Sony Ericsson,290i,0
Sony Ericsson,A100i,0
Sony Ericsson,A101,0
Sony Ericsson,A120i,0
Sony Ericsson,Aino,1
Sony Ericsson,AspenM1a,0
Sony Ericsson,AspenM1i,0
Sony Ericsson,B10,0
Sony Ericsson,C123,0
Sony Ericsson,C510,1
Sony Ericsson,C510a,1
Sony Ericsson,C510v,1
Sony Ericsson,C702,1
Sony Ericsson,C702a,0
Sony Ericsson,C702c,0
Sony Ericsson,C901,1
Sony Ericsson,C902,1
Sony Ericsson,C902c,0
Sony Ericsson,C902v,1
Sony Ericsson,C903,1
Sony Ericsson,C903a,0
Sony Ericsson,C905,1
Sony Ericsson,C905a,0
Sony Ericsson,C905c,0
Sony Ericsson,C905v,0
Sony Ericsson,CK13i,1
Sony Ericsson,CK15i,1
Sony Ericsson,CMD-J5,0
Sony Ericsson,CMD-Z7,0
Sony Ericsson,CS8,0
Sony Ericsson,D750i,0
Sony Ericsson,E10a/Xperia X10 Mini pro,0
Sony Ericsson,E15a,0
Sony Ericsson,E16i Xperia W8,1
Sony Ericsson,ElmJ10,0
Sony Ericsson,ElmJ10i2,1
Sony Ericsson,F305,1
Sony Ericsson,F500i,0
Sony Ericsson,G502,1
Sony Ericsson,G700,1
Sony Ericsson,G700c,0
Sony Ericsson,G705,1
Sony Ericsson,G705u,0
Sony Ericsson,G9,0
Sony Ericsson,G900,1
Sony Ericsson,HazelJ20,0
Sony Ericsson,HazelJ20i,1
Sony Ericsson,IS11S/Xperia acro,1
Sony Ericsson,IS12S,0
Sony Ericsson,J108a/Cedar,1
Sony Ericsson,J108i,1
Sony Ericsson,J210i,0
Sony Ericsson,J220a,0
Sony Ericsson,J220c,0
Sony Ericsson,J220i,0
Sony Ericsson,J230c,0
Sony Ericsson,J230i,0
Sony Ericsson,J300,0
Sony Ericsson,J300a,0
Sony Ericsson,J300c,0
Sony Ericsson,J300i,0
Sony Ericsson,Jalou,0
Sony Ericsson,K111i,0
Sony Ericsson,K200i,0
Sony Ericsson,K205a,0
Sony Ericsson,K205i,0
Sony Ericsson,K220i,0
Sony Ericsson,K300a,0
Sony Ericsson,K300c,0
Sony Ericsson,K300i,1
Sony Ericsson,K310a,0
Sony Ericsson,K310c,0
Sony Ericsson,K310i,1
Sony Ericsson,K310iv,0
Sony Ericsson,K320i,1
Sony Ericsson,K330,0
Sony Ericsson,K500c,0
Sony Ericsson,K500i,0
Sony Ericsson,K508c,0
Sony Ericsson,K508i,0
Sony Ericsson,K510a,0
Sony Ericsson,K510c,0
Sony Ericsson,K510i,1
Sony Ericsson,K530c,0
Sony Ericsson,K530i,1
Sony Ericsson,K550c,0
Sony Ericsson,K550i,1
Sony Ericsson,K550im,0
Sony Ericsson,K600c,0
Sony Ericsson,K600i,1
Sony Ericsson,K608i,0
Sony Ericsson,K610,0
